symbol,date,calendarYear,period,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
AAPL,2023-09-30,2023,Q4,0.9880116717592975,0.8433121369780053,0.20621713876730807,61.3270687613131,11.611542458886102,72.9386112201992,114.83340465855596,-41.89479343835676,0.4517084180652082,0.30133634271156895,0.3016603722988223,0.25649735189613176,0.14971479368842136,0.06510807384360562,0.3693882148489042,0.13011216982269933,0.8502852063115787,1.0010753086877526,0.30133634271156895,0.3150690759338936,1.7875325845589418,0.6052392537493568,0.6412597988847455,26.915169660678643,0.19442243986749244,5.673462491552152,1.467541198655407,0.7837440705307374,7.7509082293476546,2.047306416561821,0.2538352671569531,1.3845374133446124,1.2458785363622809,3.945976501455117,0.16370447813207875,0.24132382846544057,0.8998518381331605,0.19442243986749244,1.3663566774213955,-9.985205732778548,13.541065830721003,0.16370447813207875,42.975880911724005,42.975880911724005,29.841774063554492,29.085850051620493,137.42110085618728,123.65863020372257,123.65863020372257,1.8469514782779022,29.841774063554492,0.0014070800564668223,92.90061762001216,42.975880911724005
AAPL,2023-07-01,2023,Q3,0.9815625425125837,0.8135848211070477,0.22733129006185832,43.11576219176742,14.57760444209413,57.69336663386155,92.60774722369116,-34.91438058982961,0.44516302553883397,0.2811594557257601,0.2779197281073878,0.24305292370135825,0.12545638499098227,0.059339537604689616,0.32984371370740284,0.10947518743305962,0.8745436150090178,0.9884772588920776,0.2811594557257601,0.32617195661387666,1.8130537213392175,0.6193501531466102,0.6445144319803721,23.044088176352705,0.24139824304538798,5.558582473371603,2.0874036645740826,0.9718409387781323,6.173853897428922,1.878231917336395,0.24414245548266167,1.6805101718006317,1.5471778067673214,3.980350134740222,0.19360193149237967,0.3225057153685343,0.9206595905989385,0.24139824304538798,2.3534659648496743,-12.603917821309127,15.022779043280183,0.19360193149237964,50.517075149815845,50.517075149815845,37.224668234531826,38.28864478119813,125.37020577181208,115.4232823191812,115.4232823191812,-2.253139481355121,37.224668234531826,0.0012640949594764,135.9134788929472,50.517075149815845
AAPL,2023-04-01,2023,Q2,0.9403539454507599,0.764280657922132,0.20559650218613368,34.06839174996836,12.738933030646992,46.80732478061535,73.11861520998865,-26.311290429373294,0.44261672782487665,0.2985996878822388,0.2992745370956177,0.25475557805052934,0.14875625396377987,0.07273603082851637,0.38868689468773127,0.13352193695923803,0.8512437460362201,1.0022600466134615,0.2985996878822388,0.3300066233140655,1.7634898162746548,0.6095578489814635,0.6381387063158936,30.449462365591398,0.2605482826255531,5.343801280607484,2.641744895400986,1.2308767027593432,7.0649558941459505,2.18526199364026,0.28551300578034683,1.8090657758833544,1.6243586399423227,3.5390799380306293,0.15107615894039736,0.30115146147032773,0.8978991596638656,0.2605482826255531,2.2713535867663435,-9.794238683127572,38.91008174386921,0.15107615894039736,41.88200544740822,41.88200544740822,27.450564074823905,26.93813839610927,101.51699011854625,91.15202011904762,91.15202011904762,-1.4142522657957366,27.450564074823905,0.0014020656951021677,86.11704557278318,41.88200544740822
AAPL,2022-12-31,2023,Q1,0.9380199000626429,0.7687236863190712,0.1495782526987457,41.622138381958784,9.185597557690581,50.80773593964936,78.00754242614708,-27.19980648649772,0.42962254809908323,0.30742441572630896,0.3040698567697219,0.2560561312460522,0.15790360160570419,0.08651264466599567,0.5288134398082042,0.1719460902029495,0.8420963983942958,0.9890881830297645,0.30742441572630896,0.32043536065200273,1.9586792885222204,0.6371886872097932,0.6620113562563678,35.90827517447657,0.3060480604806048,6.1125566308812385,2.162310815799188,1.1537345902828136,9.797947214076247,2.7276198458708762,0.3378659368357909,2.1396585091176634,1.9013733518164257,3.2313531167692284,0.12560837389159277,0.2902589753657579,0.8886340244081753,0.3060480604806048,2.9613341461290603,-8.979403221547399,-1789.7368421052631,0.12560837389159277,36.40138733566027,36.40138733566027,17.625872777626032,17.208993094456297,68.33481697630552,60.72464341685047,60.72464341685047,0.3699933515308104,17.625872777626032,0.0018247490309595197,55.36618975110449,36.40138733566027
AAPL,2022-09-24,2022,Q4,0.8793560286267226,0.7094075930952969,0.15356340351469652,60.83331484480731,8.551997079787132,69.38531192459445,110.85954160342742,-41.47422967883297,0.4225922392563175,0.27615202005635303,0.27352295165620216,0.22986044860559537,0.15963012531938192,0.05874048560615725,0.40892406062519737,0.1252383371987141,0.8403698746806181,0.9904796336466618,0.27615202005635303,0.3403750478377344,2.3695334701610355,0.6613535965140913,0.7032230102904399,30.101571946795648,0.20094279122837702,6.961536943479634,1.4794525044311693,0.8118381034079388,10.523857662757784,2.140370871619536,0.25554846848379187,1.5050795420845242,1.2999066397793888,3.0132781614312125,0.17870759133246464,0.2676436003816032,0.8636796949475691,0.20094279122837702,1.1429180483183325,-7.335664335664336,58.27777777777778,0.17870759133246467,47.58940567295548,47.58940567295548,26.750497684423046,29.09428073283143,115.72369537671561,99.94820592116716,99.94820592116716,3.8792374310441815,26.750497684423046,0.0015355903877940016,90.34451400482726,47.58940567295548
AAPL,2022-06-25,2022,Q3,0.8646292916926536,0.6966267045498294,0.21176072008808605,45.82721585361444,10.387262607808982,56.214478461423425,92.42618005693164,-36.21170159550822,0.4325630733253776,0.2781615014645789,0.27804095999228534,0.2343567304331055,0.15711436746726784,0.057809930748210725,0.3345896363605073,0.11178282857641109,0.8428856325327322,0.99956664933264,0.2781615014645789,0.35589591714762314,2.059837885280603,0.6197360068583245,0.6731853001721054,32.09457579972184,0.1912591590010945,5.7877536269296295,1.963898489654846,0.9737500775706928,8.664457942205043,2.0567497210859056,0.24667493287423173,1.4163260470168029,1.2862754900174442,2.984047770997179,0.19601892809381752,0.2759435383743777,0.9081775292678665,0.1912591590010945,0.9160097635148654,-10.89058039961941,13.394967817437097,0.19601892809381752,39.40390639165677,39.40390639165677,27.599691277619065,29.441965701831087,110.13192826839827,100.01934250829984,100.01934250829984,-1.3335478582594076,27.599691277619065,0.0016644517733544748,92.03012977473823,39.40390639165677
AAPL,2022-03-26,2022,Q2,0.9268438058788468,0.7600385858142235,0.22036264391253882,42.003330660581014,8.98042727389024,50.98375793447126,86.64960982474096,-35.66585189026971,0.437498715022924,0.30817862209338187,0.30982339275067333,0.25709821336787353,0.17017817445834302,0.07132224193097626,0.37107375480348376,0.13434220314222464,0.829821825541657,1.0053370692818306,0.30817862209338187,0.34215569408718366,1.780159943025861,0.6052119820526939,0.6403084640836803,43.3849493487699,0.23475383602403713,5.2027774892802565,2.1426872246696034,1.0386659580122244,10.021794871794873,2.4750152656218196,0.2774124370476413,1.7302256025965548,1.5757916338069595,3.1642991910584084,0.14374250299880048,0.28954131458294785,0.9107434495491018,0.23475383602403713,1.6908392364029294,-11.203659506762133,26.055504162812213,0.14374250299880048,42.19991818038843,42.19991818038843,29.238186285079873,28.430950474210317,110.87760351785435,100.98105110558829,100.98105110558829,-1.0524439561505927,29.238186285079873,0.0012639614627832187,89.74554607653748,42.19991818038843
AAPL,2021-12-25,2022,Q1,1.0378115386179136,0.875262580129291,0.251528046945939,47.3820646254387,7.587156753034346,54.96922137847305,96.01704398726005,-41.047822608787,0.43763766186615033,0.3347291137197951,0.33273629432409535,0.2793981201339304,0.160301641570282,0.09084684580695766,0.4814269031863427,0.17758981580963715,0.839698358429718,0.9940464712688006,0.3347291137197951,0.3221429676986078,1.7071400767391425,0.5971572739848007,0.6306064807682432,59.78097982708934,0.3824655124676298,5.299324361897347,1.8994528987173003,0.9373335843576021,11.86215112321307,3.158236718053255,0.32515195794234386,2.8652263788726553,2.694225451819467,3.8991017662327647,0.10776783136009241,0.3789261365928436,0.940318528297066,0.3824655124676298,2.9046941678520626,-16.755618979664646,50.55543595263725,0.1077678313600924,40.17034291719958,40.17034291719958,23.31302679995159,20.860042641640195,65.42882292235582,61.523934478558964,61.523934478558964,0.3031982942098866,23.31302679995159,0.0012915581383444715,67.33534246282674,40.17034291719958
AAPL,2021-09-25,2021,Q4,1.0745531195957954,0.9096596297447422,0.2784485300563432,55.60868522072937,12.28987672768024,67.89856194840961,102.28427344041837,-34.38571149200877,0.4219529750479846,0.28534069097888676,0.27888675623800385,0.2465331094049904,0.11600997935306263,0.05854952393433656,0.32574100491361546,0.10547133082950147,0.8839900206469373,0.9773816530732363,0.28534069097888676,0.35532276169366556,1.9768426058012363,0.6336151826987851,0.6640736066961648,35.395833333333336,0.1619640952862034,5.563512442542399,1.618452219158933,0.8799006628563081,7.323100303951367,2.1135902636916835,0.237491524264819,1.2251987475557438,1.0297128285769237,3.799268532086348,0.1771203347768965,0.2423224568138196,0.8404455445544554,0.1619640952862034,1.293793633510536,-6.267452683834937,48.44124700239808,0.17712033477689648,38.394164167379934,38.394164167379934,29.058155198176582,29.46678771495304,142.68055706661954,119.9152384811881,119.9152384811881,-6.433581984431402,29.058155198176582,0.001502711599328963,93.821356389169,38.394164167379934
AAPL,2021-06-26,2021,Q3,1.0618909738849602,0.8872431649869147,0.31599754997494295,37.47476484023872,10.091600077957514,47.566364918196236,78.7546287273436,-31.188263809147365,0.4329272785323084,0.296264459562345,0.2992484711545546,0.2670137780288332,0.10771882309491568,0.06592287169536745,0.3382700684505289,0.10863359239213638,0.8922811769050844,1.010072121362845,0.296264459562345,0.36924266310938636,1.8946950840074672,0.6219535146325398,0.6545404711104901,36.2796992481203,0.17319834798958872,5.131300560049782,2.4016161377845937,1.142789972530872,8.918308227114716,2.1088696102550823,0.24688940092165898,1.2684785251348352,1.1426168794959233,3.7100621544855787,0.17324319352465048,0.2590318540167498,0.9007774722669953,0.17319834798958872,1.3151692748924497,-10.078356426182513,12.600955794504182,0.17324319352465048,34.43583655584941,34.43583655584941,27.181958074145935,25.449958308153974,116.49574095100257,104.93673906371481,104.93673906371481,-3.5884441214497165,27.181958074145935,0.0017018023313337281,85.36525609503673,34.43583655584941
